,Source,Target,Weight
21495,evaanna,lol_nemesis,727
21621,apexerpinky,yamatonjp,687
21623,apexerpinky,kato_junichi0817,1327
21626,apexerpinky,fps_shaka,1396
21627,apexerpinky,nniru,537
21629,apexerpinky,valorant_jpn,672
21630,apexerpinky,stylishnoob4,1453
21635,dinablin,shadowkekw,3082
21636,dinablin,shtan_udachi,599
21637,dinablin,ekatze007,3443
21640,dinablin,buster,9926
21648,dinablin,des0ut,4075
21651,dinablin,olyashaa,2254
21652,dinablin,s1mple,2703
21653,dinablin,melharucos,2219
21657,dinablin,awfdota,752
21658,dinablin,bratiki94,4317
21659,dinablin,icebergdoto,1699
21665,dinablin,koreshzy,3110
21675,dinablin,guit88man,653
21677,dinablin,ybicanoooobov,1093
21680,dinablin,fasoollka,2067
21682,dinablin,cheatbanned,4366
21685,dinablin,mistafaker,659
21687,dinablin,shroud,734
21691,dinablin,generalqw,663
21693,dinablin,follentass,2308
21700,dinablin,paradeev1ch,1848
21702,purple_hs,sneakylol,504
21706,purple_hs,sodapoppin,767
21711,purple_hs,matsuri_hs,511
21721,purple_hs,bmkibler,739
21723,purple_hs,loltyler1,551
21724,purple_hs,forsen,616
21726,purple_hs,shroud,1074
21729,purple_hs,superjj102,4465
21731,purple_hs,dogdog,7893
21739,juansguarnizo,elded,45442
21740,juansguarnizo,zunksoyyo,786
21743,juansguarnizo,unicornio,3148
21744,juansguarnizo,coscu,11525
21745,juansguarnizo,borraskka,1635
21746,juansguarnizo,k1ng,2302
21750,juansguarnizo,chusommontero,569
21754,juansguarnizo,selis13,2148
21760,juansguarnizo,aroyitt,5192
21762,juansguarnizo,natalan,9348
21766,juansguarnizo,karchez,22861
21768,juansguarnizo,mrstiventc,3223
21769,juansguarnizo,jcorko_,965
21775,juansguarnizo,s1mple,554
21779,juansguarnizo,karlnetwork,503
21804,juansguarnizo,littleragergirl,3926
21805,juansguarnizo,gonsabellla,2844
21808,juansguarnizo,ryux,1204
21809,juansguarnizo,c0ker,520
21811,juansguarnizo,okyyy,601
21820,juansguarnizo,belvid,613
21826,juansguarnizo,snoodyboo,623
21831,juansguarnizo,sirolopez56,1387
21838,juansguarnizo,ops1x,847
21843,juansguarnizo,ironmouse,597
21845,juansguarnizo,benjyfishy,1239
21860,juansguarnizo,sujagg,6792
21862,juansguarnizo,komanche,15972
21864,juansguarnizo,rickyedit,1682
21873,juansguarnizo,auronplay,269924
21875,juansguarnizo,blanchitooo,730
21896,juansguarnizo,loltyler1,1696
21908,juansguarnizo,shroud,3122
21909,juansguarnizo,momonkunn,3144
21916,juansguarnizo,ibai,175713
21918,juansguarnizo,mery_soldier,1670
21920,juansguarnizo,alexelcapo,3432
21927,juansguarnizo,aceu,698
21928,juansguarnizo,pokimane,1536
21930,juansguarnizo,grafo,1692
21933,juansguarnizo,lol_nemesis,501
21941,juansguarnizo,knekro,6153
21945,juansguarnizo,valorant_la,1917
21947,juansguarnizo,yosoyricklive,1804
21949,juansguarnizo,karljacobs,590
21954,bobqinxd,sneakylol,3629
21955,bobqinxd,boxbox,1628
21958,bobqinxd,sodapoppin,797
21959,bobqinxd,midbeast,5016
21961,bobqinxd,gamergirl,1488
21966,bobqinxd,summit1g,749
21973,bobqinxd,ipav999,863
21983,bobqinxd,lilypichu,590
21985,bobqinxd,loltyler1,10281
21989,bobqinxd,shroud,2281
21994,bobqinxd,aceu,632
21995,bobqinxd,pokimane,686
21998,bobqinxd,lol_nemesis,4450
22098,newbz,scump,1348
22109,newbz,cloakzy,936
22118,newbz,fifakillvizualz,1774
22119,newbz,its_iron,1687
22121,newbz,wagnificent,754
22122,newbz,shroud,671
22387,aminematue,jbzzed,2933
22405,aminematue,mistermv,1797
22419,aminematue,loltyler1,720
22420,aminematue,shroud,508
22421,aminematue,chowh1,2124
22435,aminematue,rhobalas_lol,2205
22443,aminematue,loopooyt,688
22444,aminematue,lestream,2796
22446,pjs9073,naseongkim,7332
22447,pjs9073,flamekr,6435
22448,pjs9073,zoodasa,1133
22449,pjs9073,lol_madlife,1907
22450,pjs9073,handongsuk,21307
22451,pjs9073,dopa24,653
22452,pjs9073,dkwl025,2540
22453,pjs9073,torona1,1881
22454,pjs9073,109ace,2891
22455,pjs9073,bking0921,2360
22457,pjs9073,dawnhs,527
22458,pjs9073,rooftopcat99,3448
22460,pjs9073,pacific8815,9364
22461,pjs9073,kanetv8,2004
22462,pjs9073,cherrypach,10027
22463,pjs9073,lovelyyeon,2747
22464,pjs9073,johnny3047258,9397
22465,pjs9073,9ambler,4492
22466,pjs9073,obm1025,8777
22467,pjs9073,woowakgood,4496
22468,pjs9073,bbonge_,9676
22469,pjs9073,tmxk319,7961
22470,pjs9073,ao_o5,3075
22471,pjs9073,yumyumyu77,6234
22472,pjs9073,steelohs,503
22473,pjs9073,nanajam777,1728
22474,pjs9073,leehunnyeo,1654
22475,pjs9073,kangqui,909
22476,pjs9073,kimdoe,3388
22477,pjs9073,hejin0_0,3134
22478,pjs9073,skswhdkgo1,1166
22479,pjs9073,parkseorim,1173
22481,pjs9073,ljh0328,1029
22482,pjs9073,leechunhyang,6478
22483,pjs9073,collet11,6716
22484,pjs9073,bighead033,1852
22485,pjs9073,haxxnini,1922
22487,pjs9073,acro_land,1497
22488,pjs9073,chodan_,1604
22489,pjs9073,lol_woolf,2421
22491,pjs9073,rhffkddl96,797
22493,pjs9073,dua3362,1494
22494,pjs9073,ajehr,2902
22496,pjs9073,jdm2088,4953
22497,pjs9073,sonycast_,4059
22498,pjs9073,rkdwl12,4657
22499,pjs9073,ddahyoni,11224
22500,pjs9073,woohankyung,2165
22501,pjs9073,lol_ambition,2554
22502,pjs9073,yoowooyang,652
22503,pjs9073,msmsms213,3496
22504,pjs9073,jinu6734,14543
22505,pjs9073,gongparipa,8985
22506,pjs9073,surrenderhs,624
22508,pjs9073,zzamtiger0310,1188
22509,pjs9073,saddummy,11315
22511,pjs9073,nodolly,12410
22513,pjs9073,flurry1989,4918
22514,pjs9073,kss7749,2710
22515,pjs9073,zilioner,7654
22516,pjs9073,looksam,6533
22517,pjs9073,runner0608,15318
22518,pjs9073,sal_gu,3273
22519,pjs9073,portialyn,4421
22520,pjs9073,sah_yang,6077
22521,pjs9073,alenenwooptv,1106
22522,pjs9073,sn400ja,1776
22523,pjs9073,nokduro,6671
22524,pjs9073,mlchoins,2607
22525,pjs9073,paka9999,4278
22526,pjs9073,kimdduddi,8007
22527,pjs9073,ch1ckenkun,3073
22528,pjs9073,airshowerse,1351
22529,pjs9073,sooflower,2423
22530,pjs9073,magenta62,2986
22531,pjs9073,aba4647,2730
22532,pjs9073,ma_mwa,3366
22533,pjs9073,mister903,2072
22534,pjs9073,silphtv,5232
22535,pjs9073,crazzyccat,1323
22536,pjs9073,hatsalsal,2463
22537,pjs9073,xkwhd,1837
22538,pjs9073,yd0821,4176
22539,pjs9073,95pingman,4927
22540,pjs9073,nanayango3o,8041
22542,pjs9073,tranth,1234
22544,pjs9073,kumikomii,8512
22545,pjs9073,kuiki771,7127
22546,pjs9073,s1032204,9993
22547,pjs9073,inecr7024,2524
22549,pjs9073,rainblue37,503
22550,pjs9073,dda_ju,16175
22551,pjs9073,baedony,1433
22552,pjs9073,rkdthdus930,6694
22553,pjs9073,jungtaejune,2206
23006,fcsm_kefir,buster,1311
23009,fcsm_kefir,s1mple,629
23017,fcsm_kefir,cheatbanned,557
23161,shadowkekw,ekatze007,2770
23162,shadowkekw,buster,7894
23170,shadowkekw,des0ut,4893
23171,shadowkekw,olyashaa,754
23172,shadowkekw,s1mple,2273
23173,shadowkekw,melharucos,1059
23177,shadowkekw,bratiki94,2803
23178,shadowkekw,icebergdoto,936
23183,shadowkekw,koreshzy,2750
23190,shadowkekw,ybicanoooobov,510
23193,shadowkekw,fasoollka,1399
23195,shadowkekw,cheatbanned,2635
23202,shadowkekw,follentass,2350
23206,shadowkekw,paradeev1ch,1617
23242,naseongkim,flamekr,3770
23243,naseongkim,zoodasa,618
23244,naseongkim,lol_madlife,1378
23245,naseongkim,handongsuk,10016
23246,naseongkim,dkwl025,509
23247,naseongkim,torona1,1431
23248,naseongkim,109ace,3162
23249,naseongkim,bking0921,1001
23251,naseongkim,dawnhs,847
23252,naseongkim,rooftopcat99,3817
23253,naseongkim,pacific8815,5896
23254,naseongkim,kanetv8,2379
23255,naseongkim,cherrypach,2066
23256,naseongkim,lovelyyeon,1536
23257,naseongkim,johnny3047258,3680
23258,naseongkim,9ambler,893
23259,naseongkim,obm1025,1799
23260,naseongkim,kranichhs,563
23261,naseongkim,woowakgood,1529
23262,naseongkim,bbonge_,1813
23263,naseongkim,tmxk319,2383
23264,naseongkim,yumyumyu77,4098
23265,naseongkim,nanajam777,521
23266,naseongkim,leehunnyeo,852
23267,naseongkim,kangqui,1285
23268,naseongkim,kimdoe,8142
23269,naseongkim,hejin0_0,1005
23270,naseongkim,ljh0328,679
23271,naseongkim,leechunhyang,2011
23272,naseongkim,collet11,1119
23273,naseongkim,bighead033,847
23274,naseongkim,haxxnini,598
23275,naseongkim,acro_land,936
23276,naseongkim,lol_woolf,1331
23278,naseongkim,rhffkddl96,559
23279,naseongkim,sizer0346,1126
23280,naseongkim,dua3362,564
23281,naseongkim,ajehr,2316
23283,naseongkim,jdm2088,534
23284,naseongkim,sonycast_,3379
23285,naseongkim,rkdwl12,732
23286,naseongkim,ddahyoni,7762
23287,naseongkim,woohankyung,640
23288,naseongkim,lol_ambition,1843
23289,naseongkim,jinu6734,2555
23290,naseongkim,gongparipa,745
23291,naseongkim,surrenderhs,632
23293,naseongkim,zzamtiger0310,1651
23294,naseongkim,saddummy,7669
23295,naseongkim,nodolly,4173
23297,naseongkim,flurry1989,4540
23298,naseongkim,kss7749,3339
23299,naseongkim,zilioner,6920
23300,naseongkim,looksam,3668
23301,naseongkim,runner0608,7340
23302,naseongkim,sal_gu,2843
23303,naseongkim,portialyn,4016
23304,naseongkim,sah_yang,1069
23305,naseongkim,alenenwooptv,665
23306,naseongkim,sn400ja,1144
23307,naseongkim,nokduro,6712
23308,naseongkim,mlchoins,816
23309,naseongkim,paka9999,1571
23310,naseongkim,kimdduddi,1247
23311,naseongkim,ch1ckenkun,2649
23312,naseongkim,airshowerse,601
23313,naseongkim,sooflower,858
23314,naseongkim,magenta62,522
23315,naseongkim,aba4647,1074
23316,naseongkim,ma_mwa,672
23317,naseongkim,mister903,1256
23318,naseongkim,silphtv,828
23319,naseongkim,crazzyccat,1154
23320,naseongkim,hatsalsal,1727
23321,naseongkim,xkwhd,1011
23322,naseongkim,yd0821,799
23323,naseongkim,nanayango3o,1484
23324,naseongkim,tranth,4533
23326,naseongkim,kumikomii,1462
23327,naseongkim,kuiki771,1063
23328,naseongkim,s1032204,2222
23329,naseongkim,inecr7024,925
23331,naseongkim,dda_ju,5291
23332,naseongkim,baedony,1055
23333,naseongkim,rkdthdus930,4783
23334,naseongkim,jungtaejune,5830
23337,shtan_udachi,buster,777
23346,shtan_udachi,olyashaa,645
23347,shtan_udachi,s1mple,589
23348,shtan_udachi,melharucos,1178
23352,shtan_udachi,bratiki94,657
23354,shtan_udachi,icebergdoto,1258
23367,shtan_udachi,guit88man,806
23368,shtan_udachi,fritterus,2521
23372,shtan_udachi,ybicanoooobov,1452
23373,shtan_udachi,bmkibler,522
23379,shtan_udachi,mistafaker,573
23381,shtan_udachi,shroud,674
23385,shtan_udachi,generalqw,569
23389,shtan_udachi,superjj102,1122
23392,shtan_udachi,dogdog,2267
23729,flamekr,lol_madlife,1705
23730,flamekr,handongsuk,11035
23731,flamekr,torona1,651
23732,flamekr,109ace,2216
23733,flamekr,bking0921,1470
23735,flamekr,rooftopcat99,1102
23736,flamekr,pacific8815,5056
23737,flamekr,kanetv8,718
23738,flamekr,cherrypach,1133
23739,flamekr,lovelyyeon,846
23740,flamekr,johnny3047258,5053
23741,flamekr,obm1025,1064
23742,flamekr,woowakgood,689
23743,flamekr,bbonge_,1062
23744,flamekr,tmxk319,4018
23745,flamekr,yumyumyu77,3874
23746,flamekr,steelohs,538
23747,flamekr,nanajam777,502
23748,flamekr,leehunnyeo,624
23749,flamekr,kangqui,841
23750,flamekr,kimdoe,1177
23751,flamekr,parkseorim,761
23752,flamekr,ljh0328,1116
23753,flamekr,leechunhyang,2180
23754,flamekr,haxxnini,610
23755,flamekr,acro_land,1132
23756,flamekr,chodan_,502
23757,flamekr,lol_woolf,1265
23759,flamekr,rhffkddl96,914
23760,flamekr,dua3362,666
23761,flamekr,ajehr,518
23763,flamekr,sonycast_,1578
23764,flamekr,ddahyoni,10234
23765,flamekr,woohankyung,642
23766,flamekr,lol_ambition,1323
23767,flamekr,jinu6734,1415
23768,flamekr,surrenderhs,663
23769,flamekr,zzamtiger0310,633
23770,flamekr,saddummy,4091
23771,flamekr,nodolly,4841
23773,flamekr,flurry1989,5456
23774,flamekr,kss7749,1242
23775,flamekr,zilioner,4147
23776,flamekr,looksam,6265
23777,flamekr,runner0608,8831
23778,flamekr,sal_gu,788
23779,flamekr,portialyn,2830
23780,flamekr,nokduro,2119
23781,flamekr,mlchoins,1005
23782,flamekr,paka9999,2354
23783,flamekr,kimdduddi,801
23784,flamekr,ch1ckenkun,854
23785,flamekr,airshowerse,919
23786,flamekr,sooflower,664
23787,flamekr,aba4647,1383
23788,flamekr,crazzyccat,930
23789,flamekr,hatsalsal,928
23790,flamekr,xkwhd,1366
23791,flamekr,yd0821,849
23792,flamekr,nanayango3o,578
23793,flamekr,kumikomii,558
23794,flamekr,kuiki771,717
23795,flamekr,s1032204,1667
23796,flamekr,inecr7024,1306
23798,flamekr,dda_ju,6931
23799,flamekr,baedony,1178
23800,flamekr,rkdthdus930,5659
23801,flamekr,jungtaejune,721
23834,yuniko0720,beryl_lulu,5019
23835,yuniko0720,sixwong,3039
23836,yuniko0720,nein1203,1547
23837,yuniko0720,mobilmobil,2680
23838,yuniko0720,carry_game,3765
23840,yuniko0720,sweetcampercs,1611
23841,yuniko0720,uzra,3235
23842,yuniko0720,kannachan524,1984
23843,yuniko0720,slrabbit99,1525
23844,yuniko0720,wayne75525,1351
23846,yuniko0720,failverde,2379
23847,yuniko0720,franchiseglobalart,603
23848,yuniko0720,bbbb87,1950
23849,yuniko0720,albislol,726
23851,yuniko0720,kentung,746
23852,yuniko0720,shuteye_orange,2209
23853,yuniko0720,blusewilly_retry,4203
23854,yuniko0720,haxxnini,1033
23859,yuniko0720,guanweiboy,2124
23860,yuniko0720,inkiiing,1483
23861,yuniko0720,linfufu,2619
23862,yuniko0720,jongie,637
23863,yuniko0720,woohankyung,804
23864,yuniko0720,chen810830,2642
23865,yuniko0720,ggbb528,985
23867,yuniko0720,zhiting_li,3400
23869,yuniko0720,mimiluckying,768
23870,yuniko0720,zrush,2791
23871,yuniko0720,roieee,989
23872,yuniko0720,zondalol,685
23873,yuniko0720,qttsix,2396
23874,yuniko0720,et_1231,3433
23875,yuniko0720,a541021,1453
23876,yuniko0720,hipudding1223,877
23878,yuniko0720,muse_tw,2014
23879,yuniko0720,qq7925168,1431
23880,yuniko0720,butterflyouo,2080
23881,yuniko0720,sooflower,865
23882,yuniko0720,bebelolz,1597
23883,yuniko0720,lilballzlolz,720
23884,yuniko0720,chiawei1031tv,578
23885,yuniko0720,xargon0731,4272
23886,yuniko0720,kyo1984123,2692
23888,yuniko0720,gunguno,1230
23889,yuniko0720,kr1stw,643
23892,yuniko0720,mr_wuco,899
23894,yuniko0720,q158688920,1639
23895,yuniko0720,kiss_850722,1225
23896,yuniko0720,godjj,3541
23897,yuniko0720,lolpacifictw,584
23898,yuniko0720,bamow,1437
24193,demonzz1,remsua,1569
24196,demonzz1,holak1337,1501
24201,demonzz1,vysotzky,1692
24204,demonzz1,loltyler1,582
24205,demonzz1,forsen,647
24206,demonzz1,shroud,822
24211,demonzz1,polsatgames,1281
24212,demonzz1,pisicela,868
24216,zoodasa,handongsuk,1995
24217,zoodasa,torona1,541
24218,zoodasa,beryl_lulu,650
24219,zoodasa,109ace,601
24221,zoodasa,robcdee,542
24222,zoodasa,rooftopcat99,946
24224,zoodasa,pacific8815,1274
24225,zoodasa,kanetv8,1013
24226,zoodasa,cherrypach,630
24227,zoodasa,sodapoppin,548
24228,zoodasa,lovelyyeon,1304
24229,zoodasa,uzra,520
24230,zoodasa,kannachan524,559
24231,zoodasa,9ambler,511
24232,zoodasa,obm1025,1662
24233,zoodasa,woowakgood,1586
24234,zoodasa,tmxk319,1292
24235,zoodasa,yumyumyu77,1051
24236,zoodasa,nanajam777,876
24237,zoodasa,kimdoe,913
24238,zoodasa,leechunhyang,609
24239,zoodasa,haxxnini,1335
24241,zoodasa,chodan_,990
24245,zoodasa,ajehr,1106
24246,zoodasa,linfufu,551
24247,zoodasa,jdm2088,524
24248,zoodasa,sonycast_,1347
24249,zoodasa,rkdwl12,563
24250,zoodasa,ddahyoni,752
24251,zoodasa,woohankyung,1131
24252,zoodasa,lol_ambition,573
24254,zoodasa,jinu6734,765
24255,zoodasa,gongparipa,580
24257,zoodasa,zzamtiger0310,787
24258,zoodasa,saddummy,2814
24259,zoodasa,nodolly,548
24261,zoodasa,kss7749,592
24262,zoodasa,zilioner,2126
24263,zoodasa,looksam,598
24264,zoodasa,et_1231,640
24265,zoodasa,runner0608,758
24266,zoodasa,sal_gu,824
24267,zoodasa,sees360,583
24268,zoodasa,sah_yang,710
24270,zoodasa,nokduro,1161
24271,zoodasa,paka9999,1349
24272,zoodasa,ch1ckenkun,678
24273,zoodasa,sooflower,1427
24274,zoodasa,magenta62,1603
24275,zoodasa,aba4647,1115
24276,zoodasa,ma_mwa,504
24277,zoodasa,shroud,719
24278,zoodasa,xargon0731,537
24279,zoodasa,kyo1984123,535
24280,zoodasa,hatsalsal,1007
24281,zoodasa,xkwhd,503
24282,zoodasa,nanayango3o,651
24284,zoodasa,tranth,644
24285,zoodasa,kumikomii,901
24286,zoodasa,kuiki771,502
24287,zoodasa,pokimane,518
24288,zoodasa,s1032204,615
24290,zoodasa,dda_ju,693
24293,zoodasa,rkdthdus930,780
24294,zoodasa,jungtaejune,576
24464,enzzai,buster,1298
24710,remsua,xth0rek,4738
24711,remsua,holak1337,9537
24714,remsua,xmerghani,5561
24717,remsua,qlnek,1335
24729,remsua,vysotzky,11867
24734,remsua,loltyler1,1068
24736,remsua,shroud,1101
24744,remsua,pokimane,586
24745,remsua,lol_nemesis,623
24746,remsua,polsatgames,1964
24747,remsua,pisicela,15490
25157,ekatze007,buster,14696
25166,ekatze007,des0ut,5603
25169,ekatze007,olyashaa,1440
25170,ekatze007,s1mple,4848
25171,ekatze007,melharucos,1161
25176,ekatze007,awfdota,657
25177,ekatze007,bratiki94,5346
25178,ekatze007,icebergdoto,1834
25182,ekatze007,magical,505
25186,ekatze007,koreshzy,3715
25193,ekatze007,ybicanoooobov,1391
25196,ekatze007,fasoollka,1926
25198,ekatze007,cheatbanned,4518
25202,ekatze007,shroud,780
25206,ekatze007,generalqw,615
25208,ekatze007,follentass,3059
25215,ekatze007,paradeev1ch,2205
25217,ekatze007,freemok2,678
25220,scump,sneakylol,971
25230,scump,yourragegaming,810
25234,scump,sodapoppin,2533
25237,scump,midbeast,988
25238,scump,sweetdreams,1036
25240,scump,stevewillsendit,665
25241,scump,runthefutmarket,1486
25242,scump,eliasn97,570
25248,scump,scoped,578
25249,scump,s1mple,755
25270,scump,summit1g,7148
25278,scump,daltoosh,2315
25289,scump,cloakzy,8008
25293,scump,ops1x,526
25322,scump,buddha,1365
25325,scump,pokelawls,785
25328,scump,dapr,860
25330,scump,koil,706
25335,scump,miniminter,618
25336,scump,taxi2g,832
25340,scump,39daph,575
25344,scump,loltyler1,2654
25345,scump,fifakillvizualz,2556
25346,scump,its_iron,5236
25350,scump,forsen,578
25351,scump,wagnificent,2338
25354,scump,shroud,13771
25355,scump,chowh1,786
25361,scump,tarik,2042
25362,scump,cyr,820
25363,scump,bnans,1274
25365,scump,stormen,769
25367,scump,aceu,2867
25368,scump,pokimane,2435
25373,scump,jarnoopmeer,822
25375,scump,lol_nemesis,617
25376,scump,bateson87,1954
25381,scump,moistcr1tikal,1319
25382,scump,methodz,10125
25413,takeshi,yang,2188
25414,takeshi,gratis150ml,3177
25418,takeshi,shinimon,2019
25421,takeshi,hastad,929
25422,takeshi,deercheerup,574
25424,takeshi,casimito,2611
25430,takeshi,revolta,4588
25434,takeshi,cidcidoso,570
25435,takeshi,sacy,1041
25439,takeshi,pimpimenta,2072
25440,takeshi,absoluttlol,1192
25441,takeshi,shroud,529
25444,takeshi,alanzoka,2821
25445,takeshi,oestagiario,658
25446,takeshi,klauslol1,1034
25572,flamuu,skill4ltu,562
25576,flamuu,shroud,730
25578,syaruru3,tanukininja,4987
25579,syaruru3,clutch_fii,696
25580,syaruru3,dmf_kyochan,648
25581,syaruru3,yamatonjp,1072
25582,syaruru3,kato_junichi0817,2924
25583,syaruru3,matsuri_hs,565
25585,syaruru3,fps_shaka,6043
25588,syaruru3,sasatikk,2338
25590,syaruru3,rlgus1006,530
25592,syaruru3,valorant_jpn,3466
25593,syaruru3,alfrea,5551
25594,syaruru3,dasoku_aniki,501
25597,syaruru3,surugamonkey0113,976
25598,syaruru3,stylishnoob4,5102
25600,lol_madlife,handongsuk,2762
25601,lol_madlife,109ace,830
25602,lol_madlife,bking0921,591
25603,lol_madlife,rooftopcat99,692
25604,lol_madlife,pacific8815,1265
25605,lol_madlife,johnny3047258,1193
25606,lol_madlife,bbonge_,549
25607,lol_madlife,tmxk319,1064
25608,lol_madlife,yumyumyu77,1125
25609,lol_madlife,kangqui,617
25610,lol_madlife,kimdoe,667
25611,lol_madlife,leechunhyang,944
25612,lol_madlife,lol_woolf,729
25614,lol_madlife,sonycast_,591
25615,lol_madlife,ddahyoni,2193
25616,lol_madlife,lol_ambition,1514
25617,lol_madlife,jinu6734,643
25618,lol_madlife,saddummy,1662
25619,lol_madlife,nodolly,1392
25621,lol_madlife,flurry1989,1315
25622,lol_madlife,kss7749,717
25623,lol_madlife,zilioner,1468
25624,lol_madlife,looksam,1102
25625,lol_madlife,runner0608,2022
25626,lol_madlife,sal_gu,549
25627,lol_madlife,portialyn,1206
25628,lol_madlife,nokduro,1059
25629,lol_madlife,paka9999,542
25630,lol_madlife,crazzyccat,631
25631,lol_madlife,s1032204,651
25633,lol_madlife,dda_ju,1831
25634,lol_madlife,rkdthdus930,1535
25758,actingliketommy,noahreyli,785
25762,actingliketommy,scoped,1479
25773,actingliketommy,ops1x,2855
25774,actingliketommy,buckefps,858
25775,actingliketommy,benjyfishy,1139
25787,actingliketommy,shroud,546
25788,actingliketommy,deyyszn,1262
25904,elded,unicornio,786
25905,elded,coscu,3128
25906,elded,borraskka,1058
25907,elded,k1ng,863
25915,elded,aroyitt,1386
25917,elded,natalan,5565
25919,elded,karchez,1844
25920,elded,mrstiventc,850
25936,elded,littleragergirl,948
25937,elded,gonsabellla,544
25960,elded,sujagg,2144
25961,elded,komanche,6801
25966,elded,auronplay,25941
25983,elded,loltyler1,640
25990,elded,shroud,1299
25997,elded,ibai,18628
25998,elded,mery_soldier,536
26000,elded,alexelcapo,1206
26003,elded,pokimane,770
26005,elded,grafo,517
26011,elded,knekro,1888
26014,elded,valorant_la,809
26015,elded,yosoyricklive,815
26020,mehdideluxe,noahreyli,916
26027,mehdideluxe,chefstrobel,2564
26031,mehdideluxe,eliasn97,15622
26044,mehdideluxe,agurin,907
26045,mehdideluxe,rewinside,2852
26049,mehdideluxe,maxim,996
26056,mehdideluxe,orangemorange,2890
26057,mehdideluxe,katoo,779
26068,mehdideluxe,loltyler1,578
26070,mehdideluxe,shroud,1598
26081,mehdideluxe,metashi12,1523
26178,zunksoyyo,auronplay,1443
26181,zunksoyyo,ibai,2142
26569,handongsuk,dopa24,2452
26570,handongsuk,dkwl025,778
26571,handongsuk,torona1,4201
26572,handongsuk,109ace,9486
26573,handongsuk,bking0921,3278
26576,handongsuk,yugyungwoo,584
26577,handongsuk,dawnhs,1501
26578,handongsuk,rooftopcat99,8622
26580,handongsuk,pacific8815,26086
26581,handongsuk,kanetv8,4708
26582,handongsuk,cherrypach,3744
26583,handongsuk,sodapoppin,550
26584,handongsuk,lovelyyeon,4450
26585,handongsuk,johnny3047258,11157
26586,handongsuk,9ambler,1817
26587,handongsuk,obm1025,7777
26588,handongsuk,kranichhs,1286
26589,handongsuk,woowakgood,6995
26590,handongsuk,yunzinseok,1001
26591,handongsuk,bbonge_,3683
26592,handongsuk,tmxk319,18103
26593,handongsuk,ao_o5,952
